CFP,COD_SAP,UNIDADE,CFP_LOCALIDADE,MUNICÍPIO,CÓDIGO_SIAFI_MUNICÍPIO,CÓDIGO_IBGE_MUNICÍPIO,LONGITUDE,LATITUDE,COD_MICRORREGIÃO,NOME_MICRORREGIÃO,COD_MESORREGIÃO,NOME_MESORREGIÃO,REGIÃO ADMINISTRATIVA,REGIÃO DE GOVERNO,REGIÃO METROPOLIATANA
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,ADAMANTINA,6101,3500105,"-51,07336475","-21,68831148",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Adamantina,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,ADOLFO,6103,3500204,"-49,64972143","-21,23272978",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
5.92,2085,Centro de Treinamento SENAI  - SÃO JOÃO DA BOA VISTA,592 - SÃO JOÃO DA BOA VISTA,AGUAÍ,6105,3500303,"-46,97969311","-22,059684",35030,São João da Boa Vista,3507,Campinas,de Campinas,de São João da Boa Vista,-
5.92,2085,Centro de Treinamento SENAI  - SÃO JOÃO DA BOA VISTA,592 - SÃO JOÃO DA BOA VISTA,ÁGUAS DA PRATA,6107,3500402,"-46,71676671","-21,934829",35030,São João da Boa Vista,3507,Campinas,de Campinas,de São João da Boa Vista,-
05.08,2023,Escola SENAI LUIZ SCAVONE,508 - ITATIBA,ÁGUAS DE LINDÓIA,6109,3500501,"-46,63177884","-22,47382204",35048,Bragança Paulista,3512,Macro Metropolitana Paulista,de Campinas,de Bragança Paulista,-
7.91,2063,Escola SENAI LUIZ MASSA,791 - BOTUCATU,ÁGUAS DE SANTA BÁRBARA,7019,3500550,"-49,23860777","-22,86914941",35023,Botucatu,3504,Bauru,de Sorocaba,de Avaré,-
5.10,2039,Escola SENAI MÁRIO HENRIQUE SIMONSEN,510 - PIRACICABA - JD. PRIMAVERA,ÁGUAS DE SÃO PEDRO,6111,3500600,"-47,88397474","-22,59733955",35028,Piracicaba,3506,Piracicaba,de Campinas,de Piracicaba,-
7.92,2045,Escola SENAI DE LENÇÓIS PAULISTA,792 - LENÇÓIS PAULISTA,AGUDOS,6113,3500709,"-48,99015629","-22,474037",35020,Bauru,3504,Bauru,de Bauru,de Bauru,-
04.04,2106,Escola SENAI LUIZ PAGLIATO,404 - SOROCABA - Jardim Santa Cecília,ALAMBARI,2995,3500758,"-47,89358839","-23,55389889",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Itapetininga,de Sorocaba
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,ALFREDO MARCONDES,6115,3500808,"-51,41293807","-21,95274112",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Presidente Prudente,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,ALTAIR,6117,3500907,"-49,06011075","-20,52330488",35004,São José do Rio Preto,3501,São José do Rio Preto,de Barretos,de Barretos,-
06.02,2055,Escola SENAI ENGº. OCTÁVIO MARCONDES FERRAZ,602 - RIBEIRÃO PRETO,ALTINÓPOLIS,6119,3501004,"-47,37328029","-21,02458264",35014,Ribeirão Preto,3502,Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,ALTO ALEGRE,6121,3501103,"-50,1635968","-21,58168946",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
04.03,2084,Escola SENAI ANTÔNIO ERMÍRIO DE MORÃES,403 - ALUMÍNIO,ALUMÍNIO,3065,3501152,"-47,25905692","-23,53337305",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Sorocaba,de Sorocaba
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,ÁLVARES FLORENCE,6123,3501202,"-49,91118481","-20,31987625",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Votuporanga,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,ÁLVARES MACHADO,6125,3501301,"-51,46879727","-22,077779",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Presidente Prudente,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,ÁLVARO DE CARVALHO,6127,3501400,"-49,72060902","-22,07637463",35038,Marília,3509,Marília,de Marília,de Marília,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,ALVINLÂNDIA,6129,3501509,"-49,76303303","-22,44501015",35038,Marília,3509,Marília,de Marília,de Marília,-
05.07,2049,Escola SENAI PROF. JOÃO BAPTISTA SALLES DA SILVA,507 - AMERICANA,AMERICANA,6131,3501608,"-47,33036293","-22,7408835",35032,Campinas,3507,Campinas,de Campinas,de Campinas,de Campinas
06.03,2025,Escola SENAI HENRIQUE LUPO,603 - ARARAQUARA,AMÉRICO BRASILIENSE,6133,3501707,"-48,10660456","-21,7300365",35024,Araraquara,3505,Araraquara,Central,de Araraquara,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,AMÉRICO DE CAMPOS,6135,3501806,"-49,72702684","-20,29640194",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Votuporanga,-
05.08,2023,Escola SENAI LUIZ SCAVONE,508 - ITATIBA,AMPARO,6137,3501905,"-46,76508569","-22,69938863",35048,Bragança Paulista,3512,Macro Metropolitana Paulista,de Campinas,de Bragança Paulista,-
06.01,2020,Escola SENAI ANTONIO ADOLPHO LOBBE,601 - SÃO CARLOS,ANALÂNDIA,6139,3502002,"-47,66076642","-22,1287855",35025,São Carlos,3505,Araraquara,de Campinas,de Rio Claro,-
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,ANDRADINA,6141,3502101,"-51,37884779","-20,90146352",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Andradina,-
04.04,2106,Escola SENAI LUIZ PAGLIATO,404 - SOROCABA - Jardim Santa Cecília,ANGATUBA,6143,3502200,"-48,40675962","-23,483987",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Itapeva,de Itapeva,-
7.91,2063,Escola SENAI LUIZ MASSA,791 - BOTUCATU,ANHEMBI,6145,3502309,"-48,12692683","-22,78632094",35023,Botucatu,3504,Bauru,de Sorocaba,de Botucatu,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,ANHUMAS,6147,3502408,"-51,38607442","-22,29323718",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Presidente Prudente,-
3.60,2056,Escola SENAI GERALDO ALCKIMIN,360 - PINDAMONHAGABA,APARECIDA,6149,3502507,"-45,22942934","-22,848154",35050,São José dos Campos,3513,Vale do Paraíba Paulista,de São José dos Campos,de Guaratinguetá,do Vale do Paraíba e Litoral Norte
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,APARECIDA D'OESTE,6151,3502606,"-50,88561571","-20,45084537",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Jales,-
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,APIAÍ,6153,3502705,"-48,8486599","-24,513316",35055,Registro,3514,Litoral Sul Paulista,de Itapeva,de Itapeva,-
4.99,2074,Centro de Treinamento SENAI  - MAIRINQUE,499 - MAIRINQUE,ARAÇARIGUAMA,3067,3502754,"-47,07154764","-23,43004085",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Sorocaba,de Sorocaba
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,ARAÇATUBA,6155,3502804,"-50,43922607","-21,205476",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Araçatuba,-
04.02,2019,Escola SENAI GASPAR RICARDO JÚNIOR,402 - SOROCABA,ARAÇOIABA DA SERRA,6157,3502903,"-47,58724294","-23,5073198",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Sorocaba,de Sorocaba
06.04,2037,Escola SENAI MÁRCIO BAGUEIRA LEAL,604 - FRANCA,ARAMINA,6159,3503000,"-47,78601304","-20,08994421",35012,Franca,3502,Ribeirão Preto,de Franca,de Franca,-
7.91,2063,Escola SENAI LUIZ MASSA,791 - BOTUCATU,ARANDU,6161,3503109,"-49,05097587","-23,13340712",35023,Botucatu,3504,Bauru,de Itapeva,de Itapeva,-
3.90,2071,Escola SENAI DE CRUZEIRO,390 - CRUZEIRO,ARAPEÍ,2991,3503158,"-44,44810656","-22,67479872",35051,Guaratinguetá,3513,Vale do Paraíba Paulista,de São José dos Campos,de Cruzeiro,do Vale do Paraíba e Litoral Norte
06.03,2025,Escola SENAI HENRIQUE LUPO,603 - ARARAQUARA,ARARAQUARA,6163,3503208,"-48,17443994","-21,7903595",35024,Araraquara,3505,Araraquara,Central,de Araraquara,-
5.90,2070,Escola SENAI IVAN FÁBIO ZURITA,590 - ARARAS,ARARAS,6165,3503307,"-47,38582953","-22,35708652",35027,Limeira,3506,Piracicaba,de Campinas,de Limeira,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,ARCO-ÍRIS,790,3503356,"-50,46491087","-21,77391403",35038,Marília,3509,Marília,de Marília,de Tupã,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,AREALVA,6167,3503406,"-48,9204148","-22,0247675",35020,Bauru,3504,Bauru,de Bauru,de Bauru,-
3.90,2071,Escola SENAI DE CRUZEIRO,390 - CRUZEIRO,AREIAS,6169,3503505,"-44,69943201","-22,58219389",35051,Guaratinguetá,3513,Vale do Paraíba Paulista,de São José dos Campos,de Cruzeiro,do Vale do Paraíba e Litoral Norte
7.92,2045,Escola SENAI DE LENÇÓIS PAULISTA,792 - LENÇÓIS PAULISTA,AREIÓPOLIS,6171,3503604,"-48,66559456","-22,67394045",35020,Bauru,3504,Bauru,de Sorocaba,de Botucatu,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,ARIRANHA,6173,3503703,"-48,78833656","-21,18612744",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de Catanduva,-
5.13,2090,Escola SENAI DE JAGUARIÚNA,513 - JAGUARIÚNA,ARTUR NOGUEIRA,6175,3503802,"-47,16430115","-22,57134301",35032,Campinas,3507,Campinas,de Campinas,de Campinas,de Campinas
1.28,2105,Escola SENAI CELSO CHARURI - UNIDADE GUARULHOS,128 - GUARULHOS - JD. PRESIDENTE DUTRA,ARUJÁ,6177,3503901,"-46,3204896","-23,39582674",35059,Guarulhos,3515,Metropolitana de São Paulo,-,-,de São Paulo
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,ASPÁSIA,2981,3503950,"-50,72696267","-20,15818999",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Jales,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,ASSIS,6179,3504008,"-50,41751004","-22,66283502",35038,Marília,3509,Marília,de Marília,de Assis,-
5.91,2068,Escola SENAI DE BRAGANÇA PAULISTA,591 - BRAGANÇA PAULISTA,ATIBAIA,6181,3504107,"-46,5550625","-23,116308",35048,Bragança Paulista,3512,Macro Metropolitana Paulista,de Campinas,de Bragança Paulista,-
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,AURIFLAMA,6183,3504206,"-50,55395933","-20,6873349",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Araçatuba,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,AVAÍ,6185,3504305,"-49,33681504","-22,15677212",35020,Bauru,3504,Bauru,de Bauru,de Bauru,-
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,AVANHANDAVA,6187,3504404,"-49,9426973","-21,46087056",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
7.91,2063,Escola SENAI LUIZ MASSA,791 - BOTUCATU,AVARÉ,6189,3504503,"-48,92326319","-23,1031935",35023,Botucatu,3504,Bauru,de Sorocaba,de Avaré,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,BADY BASSITT,6191,3504602,"-49,44857371","-20,91856378",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,BALBINOS,6193,3504701,"-49,3564735","-21,90152378",35020,Bauru,3504,Bauru,de Bauru,de Bauru,-
8.90,2096,Centro de Treinamento SENAI - MIRASSOL,890 - MIRASSOL,BÁLSAMO,6195,3504800,"-49,57932769","-20,73826378",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
3.90,2071,Escola SENAI DE CRUZEIRO,390 - CRUZEIRO,BANANAL,6197,3504909,"-44,32333013","-22,682616",35051,Guaratinguetá,3513,Vale do Paraíba Paulista,de São José dos Campos,de Cruzeiro,do Vale do Paraíba e Litoral Norte
7.94,2092,Centro de Treinamento SENAI - OURINHOS,794 - OURINHOS,BARÃO DE ANTONINA,6201,3505005,"-49,5660639","-23,62711052",35040,Ourinhos,3510,Assis,de Itapeva,de Itapeva,-
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,BARBOSA,6199,3505104,"-49,95398852","-21,25902592",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
7.90,2066,Centro de Treinamento SENAI  - EDWARD SÁVIO,790 - JAÚ,BARIRI,6203,3505203,"-48,74152477","-22,071978",35021,Jaú,3504,Bauru,de Bauru,de Jaú,-
7.90,2066,Centro de Treinamento SENAI  - EDWARD SÁVIO,790 - JAÚ,BARRA BONITA,6205,3505302,"-48,56322923","-22,4911455",35021,Jaú,3504,Bauru,de Bauru,de Jaú,-
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,BARRA DO CHAPÉU,2997,3505351,"-49,02713914","-24,471426",35055,Registro,3514,Litoral Sul Paulista,de Itapeva,de Itapeva,-
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,BARRA DO TURVO,6207,3505401,"-48,50234345","-24,75938666",35055,Registro,3514,Litoral Sul Paulista,de Registro,de Registro,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,BARRETOS,6209,3505500,"-48,56737784","-20,55845552",35004,São José do Rio Preto,3501,São José do Rio Preto,de Barretos,de Barretos,-
6.61,2067,Escola SENAI ETTORE ZANINI,661 - SERTÃOZINHO,BARRINHA,6211,3505609,"-48,16281352","-21,1917435",35014,Ribeirão Preto,3502,Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto
1.36,2091,Escola SENAI JOSÉ EPHIM MINDLIN,136 - BARUERI,BARUERI,6213,3505708,"-46,87465289","-23,508902",35057,Osasco,3515,Metropolitana de São Paulo,-,-,de São Paulo
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,BASTOS,6215,3505807,"-50,73487086","-21,92103747",35038,Marília,3509,Marília,de Marília,de Tupã,-
06.02,2055,Escola SENAI ENGº. OCTÁVIO MARCONDES FERRAZ,602 - RIBEIRÃO PRETO,BATATAIS,6217,3505906,"-47,58610673","-20,8919295",35014,Ribeirão Preto,3502,Ribeirão Preto,de Franca,de Franca,de Ribeirão Preto
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,BAURU,6219,3506003,"-49,08300087","-22,3251225",35020,Bauru,3504,Bauru,de Bauru,de Bauru,-
6.61,2067,Escola SENAI ETTORE ZANINI,661 - SERTÃOZINHO,BEBEDOURO,6221,3506102,"-48,47736217","-20,94981552",35014,Ribeirão Preto,3502,Ribeirão Preto,de Barretos,de Barretos,-
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,BENTO DE ABREU,6223,3506201,"-50,81185221","-21,26910802",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Araçatuba,-
7.93,2083,Centro de Treinamento SENAI  - GERALDO VIEIRA MARTINS,793 - SANTA CRUZ DO RIO PARDO,BERNARDINO DE CAMPOS,6225,3506300,"-49,47404348","-23,013553",35040,Ourinhos,3510,Assis,de Marília,de Ourinhos,-
02.02,2036,Escola SENAI HESSEL HORÁCIO CHERKASSKY,202 - CUBATÃO,BERTIOGA,2965,3506359,"-46,13653834","-23,8540145",35063,Santos,3515,Metropolitana de São Paulo,de Santos,de Santos,da Baixada Santista
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,BILAC,6227,3506409,"-50,48111048","-21,40257114",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,BIRIGUI,6229,3506508,"-50,33932852","-21,29239229",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
1.17,2051,Escola SENAI NAMI JAFET,117 - MOGI DAS CRUZES,BIRITIBA-MIRIM,6231,3506607,"-46,04121222","-23,57103339",35062,Mogi das Cruzes,3515,Metropolitana de São Paulo,-,-,de São Paulo
06.03,2025,Escola SENAI HENRIQUE LUPO,603 - ARARAQUARA,BOA ESPERANÇA DO SUL,6233,3506706,"-48,39059691","-21,99248416",35024,Araraquara,3505,Araraquara,Central,de Araraquara,-
7.90,2066,Centro de Treinamento SENAI  - EDWARD SÁVIO,790 - JAÚ,BOCAINA,6235,3506805,"-48,52049362","-22,13392255",35021,Jaú,3504,Bauru,de Bauru,de Jaú,-
7.91,2063,Escola SENAI LUIZ MASSA,791 - BOTUCATU,BOFETE,6237,3506904,"-48,26003306","-23,10252",35023,Botucatu,3504,Bauru,de Sorocaba,de Botucatu,-
04.01,2029,Escola SENAI ÍTALO BOLOGNA,401 - ITU,BOITUVA,6239,3507001,"-47,6714735","-23,281944",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Itapetininga,de Sorocaba
5.91,2068,Escola SENAI DE BRAGANÇA PAULISTA,591 - BRAGANÇA PAULISTA,BOM JESUS DOS PERDÕES,6241,3507100,"-46,46649284","-23,13083743",35048,Bragança Paulista,3512,Macro Metropolitana Paulista,de Campinas,de Bragança Paulista,-
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,BOM SUCESSO DE ITARARÉ,3059,3507159,"-49,14376192","-24,31826284",35055,Registro,3514,Litoral Sul Paulista,de Itapeva,de Itapeva,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,BORÁ,6243,3507209,"-50,544881","-22,27011711",35038,Marília,3509,Marília,de Marília,de Tupã,-
7.90,2066,Centro de Treinamento SENAI  - EDWARD SÁVIO,790 - JAÚ,BORACÉIA,6245,3507308,"-48,77921828","-22,19320565",35021,Jaú,3504,Bauru,de Bauru,de Jaú,-
6.62,2069,Escola SENAI OSCAR LUCIO BALDAN,662 - MATÃO,BORBOREMA,6247,3507407,"-49,07264025","-21,62153799",35024,Araraquara,3505,Araraquara,Central,de Araraquara,-
7.92,2045,Escola SENAI DE LENÇÓIS PAULISTA,792 - LENÇÓIS PAULISTA,BOREBI,7247,3507456,"-48,97159584","-22,56783312",35020,Bauru,3504,Bauru,de Bauru,de Bauru,-
7.91,2063,Escola SENAI LUIZ MASSA,791 - BOTUCATU,BOTUCATU,6249,3507506,"-48,44128938","-22,8883815",35023,Botucatu,3504,Bauru,de Sorocaba,de Botucatu,-
5.91,2068,Escola SENAI DE BRAGANÇA PAULISTA,591 - BRAGANÇA PAULISTA,BRAGANÇA PAULISTA,6251,3507605,"-46,54233337","-22,9568955",35048,Bragança Paulista,3512,Macro Metropolitana Paulista,de Campinas,de Bragança Paulista,-
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,BRAÚNA,6255,3507704,"-50,31816561","-21,50102121",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,BREJO ALEGRE,792,3507753,"-50,18725851","-21,1661285",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
06.02,2055,Escola SENAI ENGº. OCTÁVIO MARCONDES FERRAZ,602 - RIBEIRÃO PRETO,BRODOWSKI,6257,3507803,"-47,65639796","-20,99014038",35014,Ribeirão Preto,3502,Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto
7.90,2066,Centro de Treinamento SENAI  - EDWARD SÁVIO,790 - JAÚ,BROTAS,6259,3507902,"-48,12683332","-22,28651699",35021,Jaú,3504,Bauru,de Campinas,de Rio Claro,-
04.04,2106,Escola SENAI LUIZ PAGLIATO,404 - SOROCABA - Jardim Santa Cecília,BURI,6261,3508009,"-48,59741497","-23,79938142",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Itapeva,de Itapeva,-
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,BURITAMA,6263,3508108,"-50,14928125","-21,06703957",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
06.04,2037,Escola SENAI MÁRCIO BAGUEIRA LEAL,604 - FRANCA,BURITIZAL,6265,3508207,"-47,70886004","-20,19314822",35012,Franca,3502,Ribeirão Preto,de Franca,de Franca,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,CABRÁLIA PAULISTA,6267,3508306,"-49,33244683","-22,45508696",35020,Bauru,3504,Bauru,de Bauru,de Bauru,-
04.01,2029,Escola SENAI ÍTALO BOLOGNA,401 - ITU,CABREÚVA,6269,3508405,"-47,13365837","-23,31267439",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Campinas,de Jundiaí,-
03.01,2035,Escola SENAI FÉLIX GUISARD,301 - TAUBATÉ,CAÇAPAVA,6271,3508504,"-45,70773037","-23,10066375",35050,São José dos Campos,3513,Vale do Paraíba Paulista,de São José dos Campos,de São José dos Campos,do Vale do Paraíba e Litoral Norte
3.90,2071,Escola SENAI DE CRUZEIRO,390 - CRUZEIRO,CACHOEIRA PAULISTA,6273,3508603,"-45,01063041","-22,66475438",35051,Guaratinguetá,3513,Vale do Paraíba Paulista,de São José dos Campos,de Guaratinguetá,do Vale do Paraíba e Litoral Norte
5.92,2085,Centro de Treinamento SENAI  - SÃO JOÃO DA BOA VISTA,592 - SÃO JOÃO DA BOA VISTA,CACONDE,6275,3508702,"-46,64683488","-21,52873804",35030,São João da Boa Vista,3507,Campinas,de Campinas,de São João da Boa Vista,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,CAFELÂNDIA,6277,3508801,"-49,60035441","-21,80970529",35020,Bauru,3504,Bauru,de Bauru,de Lins,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,CAIABU,6279,3508900,"-51,23595314","-22,01232526",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Presidente Prudente,-
5.68,2024,Escola SENAI ALFRIED KRUPP,568 - CAMPO LIMPO PAULISTA,CAIEIRAS,6281,3509007,"-46,74410142","-23,36211605",35047,Jundiaí,3512,Macro Metropolitana Paulista,-,-,de São Paulo
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,CAIUÁ,6283,3509106,"-51,9868927","-21,82991027",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Presidente Prudente,-
1.35,2087,Escola SENAI SUZANA DIAS,135 - SANTANA DE PARNAIBA,CAJAMAR,6285,3509205,"-46,88292015","-23,36097138",35057,Osasco,3515,Metropolitana de São Paulo,-,-,de São Paulo
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,CAJATI,2967,3509254,"-48,10499981","-24,72636097",35055,Registro,3514,Litoral Sul Paulista,de Registro,de Registro,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,CAJOBI,6287,3509304,"-48,81012236","-20,87909252",35004,São José do Rio Preto,3501,São José do Rio Preto,de Barretos,de Barretos,-
06.02,2055,Escola SENAI ENGº. OCTÁVIO MARCONDES FERRAZ,602 - RIBEIRÃO PRETO,CAJURU,6289,3509403,"-47,30426612","-21,2747175",35014,Ribeirão Preto,3502,Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto
04.04,2106,Escola SENAI LUIZ PAGLIATO,404 - SOROCABA - Jardim Santa Cecília,CAMPINA DO MONTE ALEGRE,2999,3509452,"-48,48039902","-23,58407684",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Itapeva,de Itapeva,-
05.01,2040,Escola SENAI ROBERTO MANGE,501 - CAMPINAS - SÃO BERNARDO,CAMPINAS,6291,3509502,"-47,06015627","-22,9073425",35032,Campinas,3507,Campinas,de Campinas,de Campinas,de Campinas
5.68,2024,Escola SENAI ALFRIED KRUPP,568 - CAMPO LIMPO PAULISTA,CAMPO LIMPO PAULISTA,6293,3509601,"-46,76381923","-23,20939643",35047,Jundiaí,3512,Macro Metropolitana Paulista,de Campinas,de Jundiaí,-
03.01,2035,Escola SENAI FÉLIX GUISARD,301 - TAUBATÉ,CAMPOS DO JORDÃO,6295,3509700,"-45,5892017","-22,74009191",35050,São José dos Campos,3513,Vale do Paraíba Paulista,de São José dos Campos,de Taubaté,do Vale do Paraíba e Litoral Norte
7.94,2092,Centro de Treinamento SENAI - OURINHOS,794 - OURINHOS,CAMPOS NOVOS PAULISTA,6297,3509809,"-50,00179472","-22,599749",35040,Ourinhos,3510,Assis,de Marília,de Assis,-
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,CANANÉIA,6299,3509908,"-47,92848281","-25,01690807",35055,Registro,3514,Litoral Sul Paulista,de Registro,de Registro,-
3.90,2071,Escola SENAI DE CRUZEIRO,390 - CRUZEIRO,CANAS,794,3509957,"-45,05697574","-22,69066907",35051,Guaratinguetá,3513,Vale do Paraíba Paulista,de São José dos Campos,de Guaratinguetá,do Vale do Paraíba e Litoral Norte
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,CÂNDIDO MOTA,6301,3510005,"-50,38839317","-22,7469255",35038,Marília,3509,Marília,de Marília,de Assis,-
6.62,2069,Escola SENAI OSCAR LUCIO BALDAN,662 - MATÃO,CÂNDIDO RODRIGUES,6303,3510104,"-48,63403931","-21,32261358",35024,Araraquara,3505,Araraquara,Central,de Araraquara,-
7.94,2092,Centro de Treinamento SENAI - OURINHOS,794 - OURINHOS,CANITAR,2947,3510153,"-49,78543195","-23,00983722",35040,Ourinhos,3510,Assis,de Marília,de Ourinhos,-
04.02,2019,Escola SENAI GASPAR RICARDO JÚNIOR,402 - SOROCABA,CAPÃO BONITO,6305,3510203,"-48,35143452","-24,00680097",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Itapeva,de Itapeva,-
04.04,2106,Escola SENAI LUIZ PAGLIATO,404 - SOROCABA - Jardim Santa Cecília,CAPELA DO ALTO,6307,3510302,"-47,73611844","-23,46990296",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Itapetininga,de Sorocaba
5.61,2057,Escola SENAI CELSO CHARURI - UNIDADE RAFARD,561 - RAFARD,CAPIVARI,6309,3510401,"-47,50220615","-22,99954891",35028,Piracicaba,3506,Piracicaba,de Campinas,de Piracicaba,-
