CFP,COD_SAP,UNIDADE,CFP_LOCALIDADE,MUNICÍPIO,CÓDIGO_SIAFI_MUNICÍPIO,CÓDIGO_IBGE_MUNICÍPIO,LONGITUDE,LATITUDE,COD_MICRORREGIÃO,NOME_MICRORREGIÃO,COD_MESORREGIÃO,NOME_MESORREGIÃO,REGIÃO ADMINISTRATIVA,REGIÃO DE GOVERNO,REGIÃO METROPOLIATANA
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,INÚBIA PAULISTA,6517,3520806,"-50,96437489","-21,76991199",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Adamantina,-
7.93,2083,Centro de Treinamento SENAI  - GERALDO VIEIRA MARTINS,793 - SANTA CRUZ DO RIO PARDO,IPAUSSU,6519,3520905,"-49,62680698","-23,052913",35040,Ourinhos,3510,Assis,de Marília,de Ourinhos,-
04.04,2106,Escola SENAI LUIZ PAGLIATO,404 - SOROCABA - Jardim Santa Cecília,IPERÓ,6521,3521002,"-47,68989389","-23,35027739",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Sorocaba,de Sorocaba
05.06,2053,Escola SENAI MANOEL JOSÉ FERREIRA,506 - RIO CLARO,IPEÚNA,6523,3521101,"-47,71909597","-22,4372995",35026,Rio Claro,3506,Piracicaba,de Campinas,de Rio Claro,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,IPIGUÁ,800,3521150,"-49,38814238","-20,66164553",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,IPORANGA,6525,3521200,"-48,58960071","-24,58446018",35055,Registro,3514,Litoral Sul Paulista,de Itapeva,de Itapeva,-
06.04,2037,Escola SENAI MÁRCIO BAGUEIRA LEAL,604 - FRANCA,IPUÃ,6527,3521309,"-48,01738504","-20,4414826",35012,Franca,3502,Ribeirão Preto,de Franca,de São Joaquim da Barra,-
5.94,2104,Escola SENAI JOÃO GUILHERME SABINO OMETTO,594 - IRACEMÁPOLIS,IRACEMÁPOLIS,6529,3521408,"-47,52224663","-22,58303693",35027,Limeira,3506,Piracicaba,de Campinas,de Limeira,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,IRAPUÃ,6531,3521507,"-49,40815178","-21,27643718",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de Catanduva,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,IRAPURU,6533,3521606,"-51,35017273","-21,56747624",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Adamantina,-
04.04,2106,Escola SENAI LUIZ PAGLIATO,404 - SOROCABA - Jardim Santa Cecília,ITABERÁ,6535,3521705,"-49,13713329","-23,85981147",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Itapeva,de Itapeva,-
7.91,2063,Escola SENAI LUIZ MASSA,791 - BOTUCATU,ITAÍ,6537,3521804,"-49,08103225","-23,41905539",35023,Botucatu,3504,Bauru,de Itapeva,de Itapeva,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,ITAJOBI,6539,3521903,"-49,05431108","-21,31570706",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de Catanduva,-
7.90,2066,Centro de Treinamento SENAI  - EDWARD SÁVIO,790 - JAÚ,ITAJU,6541,3522000,"-48,80502174","-21,98467242",35021,Jaú,3504,Bauru,de Bauru,de Jaú,-
02.01,2061,Escola SENAI ANTÔNIO SOUZA NOSCHESE,201 - SANTOS,ITANHAÉM,6543,3522109,"-46,79099148","-24,18612067",35063,Santos,3515,Metropolitana de São Paulo,de Santos,de Santos,da Baixada Santista
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,ITAÓCA,3053,3522158,"-48,84285568","-24,64259423",35055,Registro,3514,Litoral Sul Paulista,de Itapeva,de Itapeva,-
1.19,2064,Escola SENAI NADIR DIAS DE FIGUEIREDO,119 - OSASCO,ITAPECERICA DA SERRA,6545,3522208,"-46,85055197","-23,715357",35057,Osasco,3515,Metropolitana de São Paulo,-,-,de São Paulo
04.02,2019,Escola SENAI GASPAR RICARDO JÚNIOR,402 - SOROCABA,ITAPETININGA,6547,3522307,"-48,0461429","-23,5878725",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Itapetininga,de Sorocaba
04.04,2106,Escola SENAI LUIZ PAGLIATO,404 - SOROCABA - Jardim Santa Cecília,ITAPEVA,6549,3522406,"-48,87738916","-23,983438",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Itapeva,de Itapeva,-
1.27,2058,Escola SENAI PROF. VICENTE AMATO,127 - JANDIRA,ITAPEVI,6551,3522505,"-46,93337286","-23,546934",35057,Osasco,3515,Metropolitana de São Paulo,-,-,de São Paulo
5.63,2032,Escola SENAI DE MOGI GUAÇU,563 - MOGI-GUAÇU,ITAPIRA,6553,3522604,"-46,82124801","-22,4360055",35031,Mogi Mirim,3507,Campinas,de Campinas,de Campinas,-
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,ITAPIRAPUÃ PAULISTA,3055,3522653,"-49,17216566","-24,5715535",35055,Registro,3514,Litoral Sul Paulista,de Itapeva,de Itapeva,-
6.62,2069,Escola SENAI OSCAR LUCIO BALDAN,662 - MATÃO,ITÁPOLIS,6555,3522703,"-48,81339199","-21,59470399",35024,Araraquara,3505,Araraquara,Central,de Araraquara,-
7.94,2092,Centro de Treinamento SENAI - OURINHOS,794 - OURINHOS,ITAPORANGA,6557,3522802,"-49,48439631","-23,70349994",35040,Ourinhos,3510,Assis,de Itapeva,de Itapeva,-
7.90,2066,Centro de Treinamento SENAI  - EDWARD SÁVIO,790 - JAÚ,ITAPUÍ,6559,3522901,"-48,71887416","-22,23212763",35021,Jaú,3504,Bauru,de Bauru,de Jaú,-
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,ITAPURA,6561,3523008,"-51,50996937","-20,63982578",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Andradina,-
1.24,2044,Escola SENAI LUÍS EULALIO DE BUENO VIDIGAL FILHO,124 - SUZANO,ITAQUAQUECETUBA,6563,3523107,"-46,35160314","-23,4768975",35062,Mogi das Cruzes,3515,Metropolitana de São Paulo,-,-,de São Paulo
04.02,2019,Escola SENAI GASPAR RICARDO JÚNIOR,402 - SOROCABA,ITARARÉ,6565,3523206,"-49,33611971","-24,11213796",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Itapeva,de Itapeva,-
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,ITARIRI,6567,3523305,"-47,17572606","-24,29200563",35055,Registro,3514,Litoral Sul Paulista,de Registro,de Registro,-
05.08,2023,Escola SENAI LUIZ SCAVONE,508 - ITATIBA,ITATIBA,6569,3523404,"-46,83755785","-23,004853",35048,Bragança Paulista,3512,Macro Metropolitana Paulista,de Campinas,de Jundiaí,de Campinas
7.91,2063,Escola SENAI LUIZ MASSA,791 - BOTUCATU,ITATINGA,6571,3523503,"-48,61338027","-23,1042734",35023,Botucatu,3504,Bauru,de Sorocaba,de Botucatu,-
05.06,2053,Escola SENAI MANOEL JOSÉ FERREIRA,506 - RIO CLARO,ITIRAPINA,6573,3523602,"-47,81988487","-22,25396797",35026,Rio Claro,3506,Piracicaba,de Campinas,de Rio Claro,-
06.04,2037,Escola SENAI MÁRCIO BAGUEIRA LEAL,604 - FRANCA,ITIRAPUÃ,6575,3523701,"-47,21995288","-20,64242653",35012,Franca,3502,Ribeirão Preto,de Franca,de Franca,-
5.92,2085,Centro de Treinamento SENAI  - SÃO JOÃO DA BOA VISTA,592 - SÃO JOÃO DA BOA VISTA,ITOBI,6577,3523800,"-46,97341865","-21,73490182",35030,São João da Boa Vista,3507,Campinas,de Campinas,de São João da Boa Vista,-
04.01,2029,Escola SENAI ÍTALO BOLOGNA,401 - ITU,ITU,6579,3523909,"-47,29974984","-23,2654425",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Sorocaba,de Sorocaba
05.02,2021,Escola SENAI CONDE ALEXANDRE SICILIANO,502 - JUNDIAÍ,ITUPEVA,6581,3524006,"-47,05570115","-23,15340963",35047,Jundiaí,3512,Macro Metropolitana Paulista,de Campinas,de Jundiaí,-
06.04,2037,Escola SENAI MÁRCIO BAGUEIRA LEAL,604 - FRANCA,ITUVERAVA,6583,3524105,"-47,78041566","-20,33628797",35012,Franca,3502,Ribeirão Preto,de Franca,de Franca,-
6.61,2067,Escola SENAI ETTORE ZANINI,661 - SERTÃOZINHO,JABORANDI,6585,3524204,"-48,41344492","-20,6872245",35014,Ribeirão Preto,3502,Ribeirão Preto,de Barretos,de Barretos,-
6.62,2069,Escola SENAI OSCAR LUCIO BALDAN,662 - MATÃO,JABOTICABAL,6587,3524303,"-48,32034975","-21,2544715",35024,Araraquara,3505,Araraquara,de Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto
03.03,2031,Escola SENAI LUIZ SIMON / Escola SENAI ELIAS MIGUELHADDAD,303 - JACAREI,JACAREÍ,6589,3524402,"-45,9695932","-23,3048805",35050,São José dos Campos,3513,Vale do Paraíba Paulista,de São José dos Campos,de São José dos Campos,do Vale do Paraíba e Litoral Norte
8.90,2096,Centro de Treinamento SENAI - MIRASSOL,890 - MIRASSOL,JACI,6591,3524501,"-49,57334461","-20,88408513",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,JACUPIRANGA,6593,3524600,"-48,00470451","-24,69815028",35055,Registro,3514,Litoral Sul Paulista,de Registro,de Registro,-
5.13,2090,Escola SENAI DE JAGUARIÚNA,513 - JAGUARIÚNA,JAGUARIÚNA,6595,3524709,"-46,98234347","-22,70678196",35032,Campinas,3507,Campinas,de Campinas,de Campinas,de Campinas
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,JALES,6597,3524808,"-50,5503562","-20,26785305",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Jales,-
03.02,2022,Escola SENAI SANTOS DUMONT,302 - SÃO JOSÉ DOS CAMPOS,JAMBEIRO,6599,3524907,"-45,69365512","-23,25657687",35050,São José dos Campos,3513,Vale do Paraíba Paulista,de São José dos Campos,de São José dos Campos,do Vale do Paraíba e Litoral Norte
1.27,2058,Escola SENAI PROF. VICENTE AMATO,127 - JANDIRA,JANDIRA,6601,3525003,"-46,90522114","-23,529939",35057,Osasco,3515,Metropolitana de São Paulo,-,-,de São Paulo
06.02,2055,Escola SENAI ENGº. OCTÁVIO MARCONDES FERRAZ,602 - RIBEIRÃO PRETO,JARDINÓPOLIS,6603,3525102,"-47,76535293","-21,022457",35014,Ribeirão Preto,3502,Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto
5.68,2024,Escola SENAI ALFRIED KRUPP,568 - CAMPO LIMPO PAULISTA,JARINU,6605,3525201,"-46,73827094","-23,1030625",35048,Bragança Paulista,3512,Macro Metropolitana Paulista,de Campinas,de Jundiaí,-
7.90,2066,Centro de Treinamento SENAI  - EDWARD SÁVIO,790 - JAÚ,JAÚ,6607,3525300,"-48,55814139","-22,29579099",35021,Jaú,3504,Bauru,de Bauru,de Jaú,-
06.04,2037,Escola SENAI MÁRCIO BAGUEIRA LEAL,604 - FRANCA,JERIQUARA,6609,3525409,"-47,58874392","-20,31204159",35012,Franca,3502,Ribeirão Preto,de Franca,de Franca,-
5.91,2068,Escola SENAI DE BRAGANÇA PAULISTA,591 - BRAGANÇA PAULISTA,JOANÓPOLIS,6611,3525508,"-46,27341661","-22,93067822",35048,Bragança Paulista,3512,Macro Metropolitana Paulista,de Campinas,de Bragança Paulista,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,JOÃO RAMALHO,6613,3525607,"-50,76853531","-22,25104606",35036,Presidente Prudente,3508,Presidente Prudente,de Marília,de Tupã,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,JOSÉ BONIFÁCIO,6615,3525706,"-49,68628272","-21,05371904",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,JÚLIO MESQUITA,6617,3525805,"-49,79079428","-22,013169",35020,Bauru,3504,Bauru,de Marília,de Marília,-
05.03,2041,Escola SENAI MÁRIO DEDINI,503 - PIRACICABA,JUMIRIM,802,3525854,"-47,79817351","-23,08256",35028,Piracicaba,3506,Piracicaba,de Sorocaba,de Sorocaba,de Sorocaba
05.02,2021,Escola SENAI CONDE ALEXANDRE SICILIANO,502 - JUNDIAÍ,JUNDIAÍ,6619,3525904,"-46,88527397","-23,187668",35047,Jundiaí,3512,Macro Metropolitana Paulista,de Campinas,de Jundiaí,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,JUNQUEIRÓPOLIS,6621,3526001,"-51,43401195","-21,51127575",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Dracena,-
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,JUQUIÁ,6623,3526100,"-47,63534197","-24,32070308",35055,Registro,3514,Litoral Sul Paulista,de Registro,de Registro,-
1.38,2108,Escola SENAI RICARDO LENER,138 - COTIA,JUQUITIBA,6625,3526209,"-47,08159407","-23,9356892",35060,Itapecerica da Serra,3515,Metropolitana de São Paulo,-,-,de São Paulo
3.60,2056,Escola SENAI GERALDO ALCKIMIN,360 - PINDAMONHAGABA,LAGOINHA,6627,3526308,"-45,19081082","-23,08692135",35050,São José dos Campos,3513,Vale do Paraíba Paulista,de São José dos Campos,de Taubaté,do Vale do Paraíba e Litoral Norte
7.91,2063,Escola SENAI LUIZ MASSA,791 - BOTUCATU,LARANJAL PAULISTA,6629,3526407,"-47,83378071","-23,05401161",35023,Botucatu,3504,Bauru,de Sorocaba,de Botucatu,-
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,LAVÍNIA,6631,3526506,"-51,04050166","-21,16485657",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Andradina,-
3.90,2071,Escola SENAI DE CRUZEIRO,390 - CRUZEIRO,LAVRINHAS,6633,3526605,"-44,89311028","-22,57009647",35051,Guaratinguetá,3513,Vale do Paraíba Paulista,de São José dos Campos,de Cruzeiro,do Vale do Paraíba e Litoral Norte
5.90,2070,Escola SENAI IVAN FÁBIO ZURITA,590 - ARARAS,LEME,6635,3526704,"-47,38870797","-22,18543601",35027,Limeira,3506,Piracicaba,de Campinas,de Limeira,-
7.92,2045,Escola SENAI DE LENÇÓIS PAULISTA,792 - LENÇÓIS PAULISTA,LENÇÓIS PAULISTA,6637,3526803,"-48,79868197","-22,597507",35020,Bauru,3504,Bauru,de Bauru,de Bauru,-
05.05,2047,Escola SENAI LUIZ VARGA,505 - LIMEIRA,LIMEIRA,6639,3526902,"-47,40193952","-22,562194",35027,Limeira,3506,Piracicaba,de Campinas,de Limeira,-
05.08,2023,Escola SENAI LUIZ SCAVONE,508 - ITATIBA,LINDÓIA,6641,3527009,"-46,66148362","-22,52048819",35048,Bragança Paulista,3512,Macro Metropolitana Paulista,de Campinas,de Bragança Paulista,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,LINS,6643,3527108,"-49,75142339","-21,6723465",35020,Bauru,3504,Bauru,de Bauru,de Lins,-
3.90,2071,Escola SENAI DE CRUZEIRO,390 - CRUZEIRO,LORENA,6645,3527207,"-45,12424814","-22,73169303",35051,Guaratinguetá,3513,Vale do Paraíba Paulista,de São José dos Campos,de Guaratinguetá,do Vale do Paraíba e Litoral Norte
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,LOURDES,2937,3527256,"-50,2266601","-20,96539054",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
05.02,2021,Escola SENAI CONDE ALEXANDRE SICILIANO,502 - JUNDIAÍ,LOUVEIRA,6647,3527306,"-46,94644022","-23,0867785",35047,Jundiaí,3512,Macro Metropolitana Paulista,de Campinas,de Jundiaí,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,LUCÉLIA,6649,3527405,"-51,01834914","-21,72341565",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Adamantina,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,LUCIANÓPOLIS,6651,3527504,"-49,52317912","-22,43164",35020,Bauru,3504,Bauru,de Bauru,de Bauru,-
06.02,2055,Escola SENAI ENGº. OCTÁVIO MARCONDES FERRAZ,602 - RIBEIRÃO PRETO,LUÍS ANTÔNIO,6653,3527603,"-47,70027994","-21,55170653",35014,Ribeirão Preto,3502,Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,LUIZIÂNIA,6655,3527702,"-50,32763949","-21,67360296",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,LUPÉRCIO,6657,3527801,"-49,8203247","-22,41381539",35038,Marília,3509,Marília,de Marília,de Marília,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,LUTÉCIA,6659,3527900,"-50,38932712","-22,34344429",35038,Marília,3509,Marília,de Marília,de Assis,-
7.92,2045,Escola SENAI DE LENÇÓIS PAULISTA,792 - LENÇÓIS PAULISTA,MACATUBA,6661,3528007,"-48,71140539","-22,50554963",35020,Bauru,3504,Bauru,de Bauru,de Bauru,-
8.90,2096,Centro de Treinamento SENAI - MIRASSOL,890 - MIRASSOL,MACAUBAL,6663,3528106,"-49,96349782","-20,80131354",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de Votuporanga,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,MACEDÔNIA,6665,3528205,"-50,19762848","-20,14999798",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Fernandópolis,-
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,MAGDA,6667,3528304,"-50,22753705","-20,64348131",35017,Araçatuba,3503,Araçatuba,de São José do Rio Preto,de Votuporanga,-
4.99,2074,Centro de Treinamento SENAI  - MAIRINQUE,499 - MAIRINQUE,MAIRINQUE,6669,3528403,"-47,18448263","-23,547458",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Sorocaba,de Sorocaba
1.22,2046,Escola SENAI HERMENEGILDO CAMPOS DE ALMEIDA,122 - GUARULHOS - JD. PARAVENTI,MAIRIPORÃ,6671,3528502,"-46,59019587","-23,32245938",35059,Guarulhos,3515,Metropolitana de São Paulo,-,-,de São Paulo
7.93,2083,Centro de Treinamento SENAI  - GERALDO VIEIRA MARTINS,793 - SANTA CRUZ DO RIO PARDO,MANDURI,6673,3528601,"-49,31811312","-23,00334609",35040,Ourinhos,3510,Assis,de Sorocaba,de Avaré,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,MARABÁ PAULISTA,6675,3528700,"-51,96846748","-22,1103315",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Presidente Prudente,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,MARACAÍ,6677,3528809,"-50,66896825","-22,61041534",35038,Marília,3509,Marília,de Marília,de Assis,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,MARAPOAMA,2977,3528858,"-49,14000081","-21,25876193",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de Catanduva,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,MARIÁPOLIS,6679,3528908,"-51,18289756","-21,79449337",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Adamantina,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,MARÍLIA,6681,3529005,"-49,95164564","-22,214933",35038,Marília,3509,Marília,de Marília,de Marília,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,MARINÓPOLIS,6683,3529104,"-50,82567729","-20,43939891",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Jales,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,MARTINÓPOLIS,6685,3529203,"-51,17076806","-22,14783248",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Presidente Prudente,-
6.62,2069,Escola SENAI OSCAR LUCIO BALDAN,662 - MATÃO,MATÃO,6687,3529302,"-48,3677477","-21,60299451",35024,Araraquara,3505,Araraquara,Central,de Araraquara,-
1.64,2034,Escola SENAI JAIRO CANDIDO,164 - MAUÁ,MAUÁ,6689,3529401,"-46,45826201","-23,6693345",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,MENDONÇA,6691,3529500,"-49,582019","-21,18015617",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,MERIDIANO,6693,3529609,"-50,18183184","-20,3541099",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Fernandópolis,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,MESÓPOLIS,2983,3529658,"-50,62208027","-19,9670371",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Jales,-
06.04,2037,Escola SENAI MÁRCIO BAGUEIRA LEAL,604 - FRANCA,MIGUELÓPOLIS,6695,3529708,"-48,02933418","-20,17712923",35012,Franca,3502,Ribeirão Preto,de Franca,de Franca,-
7.90,2066,Centro de Treinamento SENAI  - EDWARD SÁVIO,790 - JAÚ,MINEIROS DO TIETÊ,6697,3529807,"-48,45180231","-22,4116968",35021,Jaú,3504,Bauru,de Bauru,de Jaú,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,MIRA ESTRELA,6701,3530003,"-50,1384272","-19,98051605",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Fernandópolis,-
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,MIRACATU,6699,3529906,"-47,457104","-24,28392947",35055,Registro,3514,Litoral Sul Paulista,de Registro,de Registro,-
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,MIRANDÓPOLIS,6703,3530102,"-51,10564039","-21,13208699",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Andradina,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,MIRANTE DO PARANAPANEMA,6705,3530201,"-51,90579431","-22,29055859",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Presidente Prudente,-
8.90,2096,Centro de Treinamento SENAI - MIRASSOL,890 - MIRASSOL,MIRASSOL,6707,3530300,"-49,51213922","-20,8170045",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
8.90,2096,Centro de Treinamento SENAI - MIRASSOL,890 - MIRASSOL,MIRASSOLÂNDIA,6709,3530409,"-49,46551984","-20,61685722",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
5.92,2085,Centro de Treinamento SENAI  - SÃO JOÃO DA BOA VISTA,592 - SÃO JOÃO DA BOA VISTA,MOCOCA,6711,3530508,"-47,00717098","-21,46899051",35030,São João da Boa Vista,3507,Campinas,de Campinas,de São João da Boa Vista,de Ribeirão Preto
1.17,2051,Escola SENAI NAMI JAFET,117 - MOGI DAS CRUZES,MOGI DAS CRUZES,6713,3530607,"-46,19676008","-23,5227065",35062,Mogi das Cruzes,3515,Metropolitana de São Paulo,-,-,de São Paulo
5.63,2032,Escola SENAI DE MOGI GUAÇU,563 - MOGI-GUAÇU,MOGI GUAÇU,6715,3530706,"-46,94447409","-22,36572019",35031,Mogi Mirim,3507,Campinas,de Campinas,de Campinas,-
5.63,2032,Escola SENAI DE MOGI GUAÇU,563 - MOGI-GUAÇU,MOGI MIRIM,6717,3530805,"-46,95636713","-22,4326955",35031,Mogi Mirim,3507,Campinas,de Campinas,de Campinas,-
5.61,2057,Escola SENAI CELSO CHARURI - UNIDADE RAFARD,561 - RAFARD,MOMBUCA,6719,3530904,"-47,567524","-22,92682788",35028,Piracicaba,3506,Piracicaba,de Campinas,de Piracicaba,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,MONÇÕES,6721,3531001,"-50,09630613","-20,8503257",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Votuporanga,-
02.01,2061,Escola SENAI ANTÔNIO SOUZA NOSCHESE,201 - SANTOS,MONGAGUÁ,6723,3531100,"-46,61999273","-24,09411614",35063,Santos,3515,Metropolitana de São Paulo,de Santos,de Santos,da Baixada Santista
05.08,2023,Escola SENAI LUIZ SCAVONE,508 - ITATIBA,MONTE ALEGRE DO SUL,6725,3531209,"-46,6811943","-22,68112866",35048,Bragança Paulista,3512,Macro Metropolitana Paulista,de Campinas,de Bragança Paulista,-
6.62,2069,Escola SENAI OSCAR LUCIO BALDAN,662 - MATÃO,MONTE ALTO,6727,3531308,"-48,49665126","-21,263864",35024,Araraquara,3505,Araraquara,de Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto
8.90,2096,Centro de Treinamento SENAI - MIRASSOL,890 - MIRASSOL,MONTE APRAZÍVEL,6729,3531407,"-49,71411616","-20,77214014",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
6.61,2067,Escola SENAI ETTORE ZANINI,661 - SERTÃOZINHO,MONTE AZUL PAULISTA,6731,3531506,"-48,64297128","-20,90384123",35014,Ribeirão Preto,3502,Ribeirão Preto,de Barretos,de Barretos,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,MONTE CASTELO,6733,3531605,"-51,56549325","-21,29895945",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Dracena,-
5.62,2075,Escola SENAI COMENDADOR SANTORO MIRONE,562 - INDAIATUBA,MONTE MOR,6737,3531803,"-47,31326925","-22,945522",35032,Campinas,3507,Campinas,de Campinas,de Campinas,de Campinas
03.01,2035,Escola SENAI FÉLIX GUISARD,301 - TAUBATÉ,MONTEIRO LOBATO,6735,3531704,"-45,84815198","-22,95501058",35050,São José dos Campos,3513,Vale do Paraíba Paulista,de São José dos Campos,de São José dos Campos,do Vale do Paraíba e Litoral Norte
06.02,2055,Escola SENAI ENGº. OCTÁVIO MARCONDES FERRAZ,602 - RIBEIRÃO PRETO,MORRO AGUDO,6739,3531902,"-48,05759383","-20,732663",35014,Ribeirão Preto,3502,Ribeirão Preto,de Franca,de São Joaquim da Barra,de Ribeirão Preto
